order_id,product_id,quantity,price_per_unit,item_total
D47EF7B9,P895,3,25.56,76.67999999999999
8A9B284E,P542,3,51.63,154.89000000000001
8A9B284E,P644,2,81.82,163.64
BE564CA0,P641,2,71.45,142.9
6D177109,P774,3,81.02,243.06
8D3E6813,P774,1,81.02,81.02
8D3E6813,P891,1,73.07,73.07
7A8FEB2F,P679,3,14.99,44.97
7A8FEB2F,P400,2,92.91,185.82
7A8FEB2F,P891,3,73.07,219.20999999999998
B8E85EA0,P977,3,61.63,184.89000000000001
B8E85EA0,P380,1,4.31,4.31
B8E85EA0,P712,3,68.0,204.0
B8E85EA0,P118,1,45.51,45.51
B8E85EA0,P604,2,54.38,108.76
112F9D3C,P376,3,45.06,135.18
112F9D3C,P369,1,15.35,15.35
112F9D3C,P807,1,87.2,87.2
112F9D3C,P641,2,71.45,142.9
112F9D3C,P155,3,43.27,129.81
EBBFF437,P666,3,23.54,70.62
EBBFF437,P656,2,75.85,151.7
EBBFF437,P807,3,87.2,261.6
EBBFF437,P735,2,74.18,148.36
0A590721,P302,1,96.08,96.08
F89E72FB,P971,2,1.79,3.58
F89E72FB,P783,1,88.71,88.71
F89E72FB,P362,3,18.08,54.239999999999995
BD209ED9,P380,1,4.31,4.31
BD209ED9,P644,3,81.82,245.45999999999998
BD209ED9,P376,1,45.06,45.06
BD209ED9,P656,1,75.85,75.85
BD209ED9,P118,2,45.51,91.02
BCF0E712,P118,1,45.51,45.51
BCF0E712,P644,3,81.82,245.45999999999998
BCF0E712,P816,3,60.63,181.89000000000001
BCF0E712,P895,1,25.56,25.56
30DEC416,P679,1,14.99,14.99
30DEC416,P895,2,25.56,51.12
30DEC416,P745,3,24.76,74.28
445E00B9,P783,1,88.71,88.71
445E00B9,P604,3,54.38,163.14000000000001
B4B88B46,P656,3,75.85,227.54999999999998
B4B88B46,P380,1,4.31,4.31
B4B88B46,P875,2,69.62,139.24
B4B88B46,P707,2,46.51,93.02
80750495,P863,2,74.75,149.5
80750495,P891,2,73.07,146.14
80750495,P522,1,77.75,77.75
80750495,P451,2,50.67,101.34
80750495,P380,2,4.31,8.62
990D5DDE,P971,2,1.79,3.58
990D5DDE,P606,3,13.36,40.08
990D5DDE,P439,2,15.45,30.9
990D5DDE,P206,1,44.01,44.01
990D5DDE,P118,2,45.51,91.02
9B24D4CC,P863,3,74.75,224.25
9B24D4CC,P596,1,64.1,64.1
9B24D4CC,P656,1,75.85,75.85
9B24D4CC,P522,1,77.75,77.75
9B24D4CC,P400,2,92.91,185.82
03C7969F,P816,3,60.63,181.89000000000001
03C7969F,P807,1,87.2,87.2
03C7969F,P890,1,23.71,23.71
FDA2C7BE,P646,2,29.88,59.76
FDA2C7BE,P707,3,46.51,139.53
FDA2C7BE,P816,3,60.63,181.89000000000001
FDA2C7BE,P604,2,54.38,108.76
F035CEEC,P118,3,45.51,136.53
F035CEEC,P376,3,45.06,135.18
F035CEEC,P890,3,23.71,71.13
F035CEEC,P362,1,18.08,18.08
1BC3F329,P250,1,48.1,48.1
